# SprintScope Test Export
# Athlete:,Bandar 400mH
# Test ID:,90
# Test Type:,Sprint
# Date:,2026-06-29 11:29:57
# Session Type:,Training
# Venue:,Outdoor
# Weather:,Dry
# Wind:,No Wind
# Surface:,Track
# Footwear:,Spikes
# Zero Offset:,1004.570
# Orth. Offset:,0.000
# Filter:,Butterworth
# Filter Params:,Order: 2, Cutoff: 1.21 Hz
# Distance:,60 m
# Splits Every:,10 m
# Start Position:,Running start
#
Time [s],Distance [m],,Distance_Filtered [m],Velocity [m/s],Acceleration [m/s^2],,Split Distance [m],Delta Time [s],Cumulative Time [s],Split Velocity [m/s]
8.3150,6.5900,,0.3575,4.9380,4.6479,,,,,
8.3200,6.6100,,0.3823,4.9612,4.6242,,,,,
8.3250,6.6300,,0.4073,4.9842,4.6074,,,,,
8.3300,6.6500,,0.4323,5.0072,4.5979,,,,,
8.3350,6.6700,,0.4574,5.0301,4.5931,,,,,
8.3400,6.6900,,0.4827,5.0531,4.5932,,,,,
8.3450,6.7100,,0.5081,5.0761,4.5979,,,,,
8.3500,6.7300,,0.5336,5.0991,4.6039,,,,,
8.3550,6.7500,,0.5592,5.1222,4.6110,,,,,
8.3600,6.7700,,0.5849,5.1453,4.6206,,,,,
8.3650,6.8000,,0.6108,5.1684,4.6277,,,,,
8.3700,6.8200,,0.6367,5.1916,4.6349,,,,,
8.3750,6.8500,,0.6628,5.2148,4.6396,,,,,
8.3800,6.8800,,0.6890,5.2380,4.6420,,,,,
8.3850,6.9000,,0.7153,5.2612,4.6444,,,,,
8.3900,6.9200,,0.7417,5.2844,4.6444,,,,,
8.3950,6.9500,,0.7683,5.3077,4.6420,,,,,
8.4000,6.9800,,0.7949,5.3308,4.6372,,,,,
8.4050,7.0000,,0.8217,5.3540,4.6301,,,,,
8.4100,7.0300,,0.8486,5.3771,4.6229,,,,,
8.4150,7.0600,,0.8756,5.4002,4.6110,,,,,
8.4200,7.0900,,0.9027,5.4231,4.5943,,,,,
8.4250,7.1200,,0.9299,5.4460,4.5776,,,,,
8.4300,7.1400,,0.9573,5.4688,4.5609,,,,,
8.4350,7.1700,,0.9847,5.4915,4.5419,,,,,
8.4400,7.1900,,1.0123,5.5141,4.5204,,,,,
8.4450,7.2200,,1.0400,5.5366,4.4942,,,,,
8.4500,7.2400,,1.0678,5.5589,4.4680,,,,,
8.4550,7.2600,,1.0957,5.5811,4.4394,,,,,
8.4600,7.3000,,1.1237,5.6031,4.4012,,,,,
8.4650,7.3200,,1.1518,5.6250,4.3631,,,,,
8.4700,7.3500,,1.1800,5.6466,4.3201,,,,,
8.4750,7.3900,,1.2084,5.6679,4.2677,,,,,
8.4800,7.4100,,1.2368,5.6890,4.2152,,,,,
8.4850,7.4500,,1.2654,5.7098,4.1580,,,,,
8.4900,7.4800,,1.2940,5.7302,4.0960,,,,,
8.4950,7.5100,,1.3228,5.7504,4.0340,,,,,
8.5000,7.5500,,1.3516,5.7703,3.9721,,,,,
8.5050,7.5800,,1.3806,5.7898,3.9053,,,,,
8.5100,7.6200,,1.4096,5.8090,3.8385,,,,,
8.5150,7.6500,,1.4388,5.8279,3.7766,,,,,
8.5200,7.6900,,1.4680,5.8465,3.7146,,,,,
8.5250,7.7300,,1.4973,5.8647,3.6573,,,,,
8.5300,7.7700,,1.5267,5.8828,3.6049,,,,,
8.5350,7.8000,,1.5562,5.9006,3.5620,,,,,
8.5400,7.8200,,1.5858,5.9182,3.5286,,,,,
8.5450,7.8500,,1.6155,5.9357,3.5000,,,,,
8.5500,7.8700,,1.6453,5.9531,3.4857,,,,,
8.5550,7.9000,,1.6751,5.9705,3.4761,,,,,
8.5600,7.9200,,1.7051,5.9879,3.4714,,,,,
8.5650,7.9400,,1.7351,6.0053,3.4761,,,,,
8.5700,7.9700,,1.7652,6.0227,3.4809,,,,,
8.5750,8.0000,,1.7954,6.0401,3.4904,,,,,
8.5800,8.0200,,1.8257,6.0576,3.5000,,,,,
8.5850,8.0400,,1.8561,6.0752,3.5143,,,,,
8.5900,8.0700,,1.8865,6.0928,3.5286,,,,,
8.5950,8.1000,,1.9171,6.1105,3.5381,,,,,
8.6000,8.1200,,1.9477,6.1283,3.5477,,,,,
8.6050,8.1500,,1.9785,6.1460,3.5524,,,,,
8.6100,8.1800,,2.0093,6.1638,3.5572,,,,,
8.6150,8.2100,,2.0402,6.1816,3.5524,,,,,
8.6200,8.2400,,2.0712,6.1993,3.5477,,,,,
8.6250,8.2700,,2.1023,6.2170,3.5381,,,,,
8.6300,8.3000,,2.1334,6.2346,3.5191,,,,,
8.6350,8.3400,,2.1647,6.2521,3.5000,,,,,
8.6400,8.3700,,2.1960,6.2695,3.4714,,,,,
8.6450,8.4000,,2.2275,6.2866,3.4332,,,,,
8.6500,8.4300,,2.2590,6.3036,3.4046,,,,,
8.6550,8.4600,,2.2906,6.3204,3.3569,,,,,
8.6600,8.4900,,2.3223,6.3370,3.3188,,,,,
8.6650,8.5200,,2.3540,6.3533,3.2616,,,,,
8.6700,8.5600,,2.3859,6.3694,3.2043,,,,,
8.6750,8.5900,,2.4178,6.3851,3.1471,,,,,
8.6800,8.6100,,2.4498,6.4005,3.0804,,,,,
8.6850,8.6500,,2.4819,6.4156,3.0136,,,,,
8.6900,8.6800,,2.5141,6.4302,2.9373,,,,,
8.6950,8.7200,,2.5463,6.4445,2.8515,,,,,
8.7000,8.7400,,2.5786,6.4583,2.7657,,,,,
8.7050,8.7800,,2.6109,6.4717,2.6703,,,,,
8.7100,8.8200,,2.6433,6.4846,2.5749,,,,,
8.7150,8.8600,,2.6758,6.4969,2.4700,,,,,
8.7200,8.9000,,2.7084,6.5087,2.3651,,,,,
8.7250,8.9400,,2.7410,6.5200,2.2507,,,,,
8.7300,8.9700,,2.7736,6.5307,2.1458,,,,,
8.7350,9.0100,,2.8063,6.5409,2.0313,,,,,
8.7400,9.0500,,2.8391,6.5505,1.9264,,,,,
8.7450,9.0900,,2.8719,6.5596,1.8215,,,,,
8.7500,9.1300,,2.9047,6.5682,1.7166,,,,,
8.7550,9.1700,,2.9376,6.5763,1.6212,,,,,
8.7600,9.2100,,2.9705,6.5839,1.5259,,,,,
8.7650,9.2400,,3.0035,6.5911,1.4400,,,,,
8.7700,9.2800,,3.0365,6.5979,1.3638,,,,,
8.7750,9.3200,,3.0695,6.6044,1.2970,,,,,
8.7800,9.3600,,3.1025,6.6106,1.2398,,,,,
8.7850,9.3900,,3.1356,6.6166,1.1921,,,,,
8.7900,9.4200,,3.1687,6.6224,1.1635,,,,,
8.7950,9.4500,,3.2019,6.6281,1.1349,,,,,
8.8000,9.4800,,3.2351,6.6337,1.1253,,,,,
8.8050,9.5100,,3.2682,6.6393,1.1253,,,,,
8.8100,9.5400,,3.3015,6.6450,1.1349,,,,,
8.8150,9.5700,,3.3347,6.6508,1.1539,,,,,
8.8200,9.5900,,3.3680,6.6567,1.1826,,,,,
8.8250,9.6200,,3.4013,6.6628,1.2207,,,,,
8.8300,9.6400,,3.4347,6.6691,1.2684,,,,,
8.8350,9.6700,,3.4680,6.6757,1.3161,,,,,
8.8400,9.7000,,3.5015,6.6825,1.3638,,,,,
8.8450,9.7300,,3.5349,6.6896,1.4114,,,,,
8.8500,9.7700,,3.5684,6.6969,1.4687,,,,,
8.8550,9.8000,,3.6019,6.7045,1.5163,,,,,
8.8600,9.8200,,3.6355,6.7124,1.5736,,,,,
8.8650,9.8600,,3.6691,6.7205,1.6212,,,,,
8.8700,9.8900,,3.7027,6.7289,1.6785,,,,,
8.8750,9.9200,,3.7364,6.7375,1.7262,,,,,
8.8800,9.9300,,3.7701,6.7464,1.7738,,,,,
8.8850,9.9600,,3.8039,6.7555,1.8215,,,,,
8.8900,10.0200,,3.8377,6.7648,1.8692,,,,,
8.8950,10.0600,,3.8716,6.7743,1.8978,,,,,
8.9000,10.0900,,3.9055,6.7840,1.9360,,,,,
8.9050,10.1200,,3.9395,6.7938,1.9646,,,,,
8.9100,10.1500,,3.9735,6.8038,1.9932,,,,,
8.9150,10.1900,,4.0076,6.8139,2.0123,,,,,
8.9200,10.2200,,4.0417,6.8240,2.0313,,,,,
8.9250,10.2500,,4.0759,6.8343,2.0599,,,,,
8.9300,10.2900,,4.1101,6.8446,2.0599,,,,,
8.9350,10.3200,,4.1444,6.8550,2.0790,,,,,
8.9400,10.3600,,4.1787,6.8655,2.0981,,,,,
8.9450,10.3900,,4.2131,6.8760,2.0981,,,,,
8.9500,10.4200,,4.2475,6.8865,2.0981,,,,,
8.9550,10.4600,,4.2820,6.8970,2.0981,,,,,
8.9600,10.4900,,4.3165,6.9075,2.0981,,,,,
8.9650,10.5300,,4.3511,6.9179,2.0790,,,,,
8.9700,10.5700,,4.3858,6.9282,2.0599,,,,,
8.9750,10.6100,,4.4205,6.9384,2.0409,,,,,
8.9800,10.6400,,4.4552,6.9486,2.0409,,,,,
8.9850,10.6900,,4.4900,6.9586,2.0027,,,,,
8.9900,10.7300,,4.5248,6.9685,1.9836,,,,,
8.9950,10.7700,,4.5597,6.9783,1.9646,,,,,
9.0000,10.8100,,4.5947,6.9880,1.9455,,,,,
9.0050,10.8400,,4.6297,6.9978,1.9455,,,,,
9.0100,10.8900,,4.6647,7.0074,1.9264,,,,,
9.0150,10.9300,,4.6998,7.0170,1.9264,,,,,
9.0200,10.9700,,4.7349,7.0267,1.9264,,,,,
9.0250,11.0000,,4.7701,7.0363,1.9264,,,,,
9.0300,11.0300,,4.8053,7.0460,1.9455,,,,,
9.0350,11.0700,,4.8406,7.0559,1.9646,,,,,
9.0400,11.1000,,4.8759,7.0658,1.9836,,,,,
9.0450,11.1300,,4.9113,7.0759,2.0218,,,,,
9.0500,11.1600,,4.9468,7.0862,2.0599,,,,,
9.0550,11.2000,,4.9822,7.0967,2.0981,,,,,
9.0600,11.2200,,5.0178,7.1074,2.1553,,,,,
9.0650,11.2600,,5.0534,7.1185,2.2125,,,,,
9.0700,11.2900,,5.0890,7.1299,2.2697,,,,,
9.0750,11.3200,,5.1247,7.1414,2.3079,,,,,
9.0800,11.3500,,5.1605,7.1533,2.3842,,,,,
9.0850,11.3800,,5.1963,7.1655,2.4414,,,,,
9.0900,11.4200,,5.2322,7.1780,2.4986,,,,,
9.0950,11.4500,,5.2682,7.1908,2.5558,,,,,
9.1000,11.4900,,5.3042,7.2039,2.6131,,,,,
9.1050,11.5200,,5.3403,7.2171,2.6512,,,,,
9.1100,11.5500,,5.3764,7.2307,2.7084,,,,,
9.1150,11.5900,,5.4126,7.2444,2.7466,,,,,
9.1200,11.6200,,5.4489,7.2583,2.7847,,,,,
9.1250,11.6600,,5.4853,7.2725,2.8419,,,,,
9.1300,11.6900,,5.5217,7.2868,2.8610,,,,,
9.1350,11.7300,,5.5582,7.3013,2.8992,,,,,
9.1400,11.7600,,5.5948,7.3159,2.9182,,,,,
9.1450,11.8000,,5.6315,7.3306,2.9373,,,,,
9.1500,11.8400,,5.6682,7.3454,2.9564,,,,,
9.1550,11.8800,,5.7050,7.3603,2.9755,,,,,
9.1600,11.9100,,5.7419,7.3751,2.9755,,,,,
9.1650,11.9500,,5.7788,7.3900,2.9755,,,,,
9.1700,11.9800,,5.8158,7.4049,2.9755,,,,,
9.1750,12.0200,,5.8529,7.4197,2.9564,,,,,
9.1800,12.0600,,5.8901,7.4345,2.9564,,,,,
9.1850,12.1000,,5.9274,7.4491,2.9182,,,,,
9.1900,12.1400,,5.9647,7.4636,2.8992,,,,,
9.1950,12.1800,,6.0021,7.4780,2.8801,,,,,
9.2000,12.2100,,6.0395,7.4922,2.8419,,,,,
9.2050,12.2500,,6.0771,7.5062,2.8038,,,,,
9.2100,12.3000,,6.1147,7.5200,2.7657,,,,,
9.2150,12.3400,,6.1523,7.5336,2.7084,,,,,
9.2200,12.3800,,6.1901,7.5469,2.6703,,,,,
9.2250,12.4300,,6.2279,7.5600,2.6131,,,,,
9.2300,12.4700,,6.2657,7.5728,2.5749,,,,,
9.2350,12.5000,,6.3037,7.5854,2.5177,,,,,
9.2400,12.5500,,6.3416,7.5978,2.4796,,,,,
9.2450,12.6000,,6.3797,7.6099,2.4223,,,,,
9.2500,12.6400,,6.4178,7.6219,2.3842,,,,,
9.2550,12.6800,,6.4560,7.6336,2.3460,,,,,
9.2600,12.7200,,6.4942,7.6451,2.3079,,,,,
9.2650,12.7600,,6.5325,7.6566,2.2888,,,,,
9.2700,12.8000,,6.5708,7.6679,2.2697,,,,,
9.2750,12.8400,,6.6092,7.6792,2.2507,,,,,
9.2800,12.8800,,6.6477,7.6904,2.2507,,,,,
9.2850,12.9200,,6.6862,7.7017,2.2507,,,,,
9.2900,12.9500,,6.7247,7.7129,2.2507,,,,,
9.2950,12.9800,,6.7634,7.7243,2.2697,,,,,
9.3000,13.0100,,6.8020,7.7357,2.2888,,,,,
9.3050,13.0400,,6.8408,7.7473,2.3079,,,,,
9.3100,13.0800,,6.8796,7.7590,2.3460,,,,,
9.3150,13.1100,,6.9184,7.7708,2.3651,,,,,
9.3200,13.1500,,6.9573,7.7828,2.4033,,,,,
9.3250,13.1800,,6.9963,7.7950,2.4414,,,,,
9.3300,13.2300,,7.0354,7.8074,2.4605,,,,,
9.3350,13.2600,,7.0745,7.8198,2.4986,,,,,
9.3400,13.2900,,7.1136,7.8324,2.5177,,,,,
9.3450,13.3300,,7.1528,7.8452,2.5558,,,,,
9.3500,13.3700,,7.1921,7.8581,2.5749,,,,,
9.3550,13.4100,,7.2315,7.8711,2.5940,,,,,
9.3600,13.4500,,7.2709,7.8841,2.6131,,,,,
9.3650,13.4800,,7.3104,7.8972,2.6131,,,,,
9.3700,13.5200,,7.3499,7.9103,2.6321,,,,,
9.3750,13.5600,,7.3896,7.9235,2.6321,,,,,
9.3800,13.6000,,7.4292,7.9367,2.6321,,,,,
9.3850,13.6400,,7.4690,7.9498,2.6321,,,,,
9.3900,13.6800,,7.5088,7.9629,2.6131,,,,,
9.3950,13.7100,,7.5487,7.9760,2.6131,,,,,
9.4000,13.7500,,7.5886,7.9888,2.5749,,,,,
9.4050,13.7900,,7.6286,8.0016,2.5558,,,,,
9.4100,13.8300,,7.6687,8.0142,2.5177,,,,,
9.4150,13.8700,,7.7088,8.0266,2.4796,,,,,
9.4200,13.9100,,7.7490,8.0388,2.4414,,,,,
9.4250,13.9500,,7.7893,8.0507,2.3842,,,,,
9.4300,13.9900,,7.8296,8.0624,2.3270,,,,,
9.4350,14.0300,,7.8700,8.0737,2.2697,,,,,
9.4400,14.0600,,7.9104,8.0847,2.1935,,,,,
9.4450,14.1100,,7.9509,8.0953,2.1172,,,,,
9.4500,14.1500,,7.9914,8.1054,2.0218,,,,,
9.4550,14.2000,,8.0320,8.1150,1.9264,,,,,
9.4600,14.2500,,8.0726,8.1242,1.8311,,,,,
9.4650,14.2900,,8.1133,8.1327,1.7166,,,,,
9.4700,14.3400,,8.1540,8.1408,1.6022,,,,,
9.4750,14.3900,,8.1947,8.1482,1.4877,,,,,
9.4800,14.4400,,8.2355,8.1551,1.3733,,,,,
9.4850,14.4900,,8.2763,8.1614,1.2589,,,,,
9.4900,14.5400,,8.3171,8.1671,1.1444,,,,,
9.4950,14.6000,,8.3580,8.1722,1.0300,,,,,
9.5000,14.6400,,8.3989,8.1768,0.9155,,,,,
9.5050,14.6800,,8.4398,8.1810,0.8392,,,,,
9.5100,14.7300,,8.4807,8.1846,0.7248,,,,,
9.5150,14.7600,,8.5216,8.1879,0.6485,,,,,
9.5200,14.8100,,8.5626,8.1909,0.6104,,,,,
9.5250,14.8600,,8.6036,8.1936,0.5341,,,,,
9.5300,14.9000,,8.6445,8.1961,0.4959,,,,,
9.5350,14.9300,,8.6855,8.1984,0.4578,,,,,
9.5400,14.9600,,8.7265,8.2005,0.4196,,,,,
9.5450,15.0000,,8.7675,8.2026,0.4196,,,,,
9.5500,15.0400,,8.8086,8.2047,0.4196,,,,,
9.5550,15.0600,,8.8496,8.2067,0.4196,,,,,
9.5600,15.0900,,8.8906,8.2088,0.4196,,,,,
9.5650,15.1300,,8.9317,8.2111,0.4578,,,,,
9.5700,15.1600,,8.9728,8.2134,0.4578,,,,,
9.5750,15.2000,,9.0138,8.2157,0.4578,,,,,
9.5800,15.2500,,9.0549,8.2182,0.4959,,,,,
9.5850,15.2800,,9.0960,8.2207,0.4959,,,,,
9.5900,15.3200,,9.1372,8.2232,0.4959,,,,,
9.5950,15.3600,,9.1783,8.2258,0.5341,,,,,
9.6000,15.4000,,9.2194,8.2285,0.5341,,,,,
9.6050,15.4500,,9.2606,8.2312,0.5341,,,,,
9.6100,15.4900,,9.3018,8.2338,0.5341,,,,,
9.6150,15.5300,,9.3429,8.2365,0.5341,,,,,
9.6200,15.5800,,9.3841,8.2392,0.5341,,,,,
9.6250,15.6100,,9.4253,8.2418,0.5341,,,,,
9.6300,15.6600,,9.4666,8.2445,0.5341,,,,,
9.6350,15.7000,,9.5078,8.2472,0.5341,,,,,
9.6400,15.7400,,9.5490,8.2499,0.5341,,,,,
9.6450,15.7800,,9.5903,8.2525,0.5341,,,,,
9.6500,15.8200,,9.6316,8.2552,0.5341,,,,,
9.6550,15.8600,,9.6729,8.2579,0.5341,,,,,
9.6600,15.9000,,9.7142,8.2605,0.5341,,,,,
9.6650,15.9400,,9.7555,8.2630,0.4959,,,,,
9.6700,15.9800,,9.7968,8.2655,0.4959,,,,,
9.6750,16.0200,,9.8382,8.2680,0.4959,,,,,
9.6800,16.0700,,9.8795,8.2703,0.4578,,,,,
9.6850,16.1100,,9.9209,8.2726,0.4578,,,,,
9.6900,16.1600,,9.9623,8.2748,0.4578,,,,,
9.6950,16.2100,,10.0036,8.2769,0.4196,,,,,
9.7000,16.2500,,10.0450,8.2790,0.4196,,,,,
9.7050,16.2900,,10.0864,8.2809,0.3815,,,,,
9.7100,16.3400,,10.1278,8.2829,0.3815,,,,,
9.7150,16.3900,,10.1693,8.2848,0.3815,,,,,
9.7200,16.4400,,10.2107,8.2867,0.3815,,,,,
9.7250,16.4900,,10.2521,8.2884,0.3433,,,,,
9.7300,16.5300,,10.2936,8.2903,0.3815,,,,,
9.7350,16.5700,,10.3351,8.2922,0.3815,,,,,
9.7400,16.6200,,10.3765,8.2943,0.4196,,,,,
9.7450,16.6600,,10.4180,8.2964,0.4196,,,,,
9.7500,16.7000,,10.4595,8.2987,0.4578,,,,,
9.7550,16.7400,,10.5010,8.3014,0.5341,,,,,
9.7600,16.7800,,10.5425,8.3042,0.5722,,,,,
9.7650,16.8200,,10.5841,8.3075,0.6485,,,,,
9.7700,16.8600,,10.6256,8.3111,0.7248,,,,,
9.7750,16.8900,,10.6672,8.3151,0.8011,,,,,
9.7800,16.9300,,10.7088,8.3197,0.9155,,,,,
9.7850,16.9600,,10.7504,8.3246,0.9918,,,,,
9.7900,16.9900,,10.7921,8.3302,1.1063,,,,,
9.7950,17.0300,,10.8338,8.3363,1.2207,,,,,
9.8000,17.0700,,10.8755,8.3429,1.3351,,,,,
9.8050,17.0900,,10.9172,8.3500,1.4114,,,,,
9.8100,17.1300,,10.9590,8.3576,1.5259,,,,,
9.8150,17.1700,,11.0008,8.3658,1.6403,,,,,
9.8200,17.2000,,11.0427,8.3744,1.7166,,,,,
9.8250,17.2400,,11.0846,8.3836,1.8311,,,,,
9.8300,17.2800,,11.1266,8.3931,1.9073,,,,,
9.8350,17.3200,,11.1686,8.4030,1.9836,,,,,
9.8400,17.3600,,11.2107,8.4133,2.0599,,,,,
9.8450,17.4000,,11.2528,8.4240,2.1362,,,,,
9.8500,17.4400,,11.2950,8.4349,2.1744,,,,,
9.8550,17.4900,,11.3372,8.4459,2.2125,,,,,
9.8600,17.5200,,11.3795,8.4572,2.2507,,,,,
9.8650,17.5700,,11.4218,8.4686,2.2888,,,,,
9.8700,17.6100,,11.4642,8.4801,2.2888,,,,,
9.8750,17.6600,,11.5067,8.4915,2.2888,,,,,
9.8800,17.7000,,11.5492,8.5030,2.2888,,,,,
9.8850,17.7300,,11.5918,8.5144,2.2888,,,,,
9.8900,17.7800,,11.6344,8.5257,2.2507,,,,,
9.8950,17.8200,,11.6771,8.5367,2.2125,,,,,
9.9000,17.8600,,11.7198,8.5476,2.1744,,,,,
9.9050,17.9000,,11.7626,8.5583,2.1362,,,,,
9.9100,17.9600,,11.8055,8.5686,2.0599,,,,,
9.9150,18.0000,,11.8484,8.5785,1.9836,,,,,
9.9200,18.0500,,11.8913,8.5880,1.9073,,,,,
9.9250,18.1000,,11.9343,8.5970,1.7929,,,,,
9.9300,18.1400,,11.9773,8.6056,1.7166,,,,,
9.9350,18.1900,,12.0204,8.6136,1.6022,,,,,
9.9400,18.2500,,12.0635,8.6210,1.4877,,,,,
9.9450,18.2900,,12.1066,8.6279,1.3733,,,,,
9.9500,18.3500,,12.1498,8.6342,1.2589,,,,,
9.9550,18.3900,,12.1930,8.6399,1.1444,,,,,
9.9600,18.4500,,12.2362,8.6451,1.0300,,,,,
9.9650,18.5000,,12.2795,8.6494,0.8774,,,,,
9.9700,18.5600,,12.3227,8.6533,0.7629,,,,,
9.9750,18.6100,,12.3660,8.6565,0.6485,,,,,
9.9800,18.6600,,12.4093,8.6594,0.5722,,,,,
9.9850,18.7000,,12.4526,8.6617,0.4578,,,,,
9.9900,18.7500,,12.4959,8.6636,0.3815,,,,,
9.9950,18.7800,,12.5393,8.6651,0.3052,,,,,
10.0000,18.8300,,12.5826,8.6664,0.2670,,,,,
10.0050,18.8700,,12.6259,8.6676,0.2289,,,,,
10.0100,18.9100,,12.6693,8.6685,0.1907,,,,,
10.0150,18.9500,,12.7126,8.6693,0.1526,,,,,
10.0200,18.9800,,12.7560,8.6699,0.1144,,,,,
10.0250,19.0200,,12.7993,8.6704,0.1144,,,,,
10.0300,19.0600,,12.8427,8.6710,0.1144,,,,,
10.0350,19.1000,,12.8860,8.6716,0.1144,,,,,
10.0400,19.1300,,12.9294,8.6721,0.1144,,,,,
10.0450,19.1600,,12.9728,8.6727,0.1144,,,,,
10.0500,19.2100,,13.0161,8.6735,0.1526,,,,,
10.0550,19.2500,,13.0595,8.6742,0.1526,,,,,
10.0600,19.2900,,13.1029,8.6750,0.1526,,,,,
10.0650,19.3300,,13.1462,8.6758,0.1526,,,,,
10.0700,19.3800,,13.1896,8.6765,0.1526,,,,,
10.0750,19.4100,,13.2330,8.6775,0.1907,,,,,
10.0800,19.4600,,13.2764,8.6784,0.1907,,,,,
10.0850,19.5000,,13.3198,8.6794,0.1907,,,,,
10.0900,19.5400,,13.3632,8.6803,0.1907,,,,,
10.0950,19.6000,,13.4066,8.6813,0.1907,,,,,
10.1000,19.6400,,13.4500,8.6821,0.1526,,,,,
10.1050,19.6900,,13.4934,8.6828,0.1526,,,,,
10.1100,19.7400,,13.5369,8.6836,0.1526,,,,,
10.1150,19.7800,,13.5803,8.6843,0.1526,,,,,
10.1200,19.8200,,13.6237,8.6849,0.1144,,,,,
10.1250,19.8700,,13.6671,8.6855,0.1144,,,,,
10.1300,19.9100,,13.7106,8.6861,0.1144,,,,,
10.1350,19.9400,,13.7540,8.6866,0.1144,,,,,
10.1400,19.9900,,13.7974,8.6872,0.1144,,,,,
10.1450,20.0300,,13.8409,8.6878,0.1144,,,,,
10.1500,20.0800,,13.8843,8.6884,0.1144,,,,,
10.1550,20.1100,,13.9278,8.6889,0.1144,,,,,
10.1600,20.1600,,13.9712,8.6893,0.0763,,,,,
10.1650,20.2100,,14.0146,8.6897,0.0763,,,,,
10.1700,20.2600,,14.0581,8.6901,0.0763,,,,,
10.1750,20.3100,,14.1016,8.6905,0.0763,,,,,
10.1800,20.3600,,14.1450,8.6908,0.0763,,,,,
10.1850,20.4100,,14.1885,8.6910,0.0381,,,,,
10.1900,20.4500,,14.2319,8.6912,0.0381,,,,,
10.1950,20.5000,,14.2754,8.6916,0.0763,,,,,
10.2000,20.5500,,14.3188,8.6920,0.0763,,,,,
10.2050,20.6000,,14.3623,8.6924,0.0763,,,,,
10.2100,20.6500,,14.4058,8.6929,0.1144,,,,,
10.2150,20.6900,,14.4492,8.6937,0.1526,,,,,
10.2200,20.7400,,14.4927,8.6946,0.1907,,,,,
10.2250,20.7800,,14.5362,8.6958,0.2289,,,,,
10.2300,20.8300,,14.5797,8.6973,0.3052,,,,,
10.2350,20.8700,,14.6232,8.6992,0.3815,,,,,
10.2400,20.8900,,14.6667,8.7015,0.4578,,,,,
10.2450,20.9300,,14.7102,8.7042,0.5341,,,,,
10.2500,20.9600,,14.7537,8.7074,0.6485,,,,,
10.2550,20.9900,,14.7973,8.7111,0.7248,,,,,
10.2600,21.0300,,14.8409,8.7152,0.8392,,,,,
10.2650,21.0700,,14.8845,8.7200,0.9537,,,,,
10.2700,21.1100,,14.9281,8.7254,1.0681,,,,,
10.2750,21.1500,,14.9717,8.7311,1.1444,,,,,
10.2800,21.1900,,15.0154,8.7374,1.2589,,,,,
10.2850,21.2300,,15.0592,8.7442,1.3733,,,,,
10.2900,21.2700,,15.1029,8.7515,1.4496,,,,,
10.2950,21.3100,,15.1467,8.7591,1.5259,,,,,
10.3000,21.3500,,15.1905,8.7671,1.6022,,,,,
10.3050,21.3900,,15.2344,8.7757,1.7166,,,,,
10.3100,21.4400,,15.2783,8.7845,1.7548,,,,,
10.3150,21.4800,,15.3223,8.7936,1.8311,,,,,
10.3200,21.5300,,15.3663,8.8030,1.8692,,,,,
10.3250,21.5700,,15.4104,8.8127,1.9455,,,,,
10.3300,21.6100,,15.4545,8.8226,1.9836,,,,,
10.3350,21.6600,,15.4987,8.8327,2.0218,,,,,
10.3400,21.7100,,15.5429,8.8428,2.0218,,,,,
10.3450,21.7500,,15.5871,8.8531,2.0599,,,,,
10.3500,21.8000,,15.6315,8.8634,2.0599,,,,,
10.3550,21.8400,,15.6758,8.8737,2.0599,,,,,
10.3600,21.8800,,15.7203,8.8840,2.0599,,,,,
10.3650,21.9300,,15.7647,8.8943,2.0599,,,,,
10.3700,21.9700,,15.8092,8.9046,2.0599,,,,,
10.3750,22.0300,,15.8538,8.9149,2.0599,,,,,
10.3800,22.0700,,15.8984,8.9251,2.0218,,,,,
10.3850,22.1000,,15.9431,8.9350,1.9836,,,,,
10.3900,22.1600,,15.9878,8.9447,1.9455,,,,,
10.3950,22.1900,,16.0326,8.9544,1.9455,,,,,
10.4000,22.2400,,16.0774,8.9638,1.8692,,,,,
10.4050,22.2900,,16.1223,8.9729,1.8311,,,,,
10.4100,22.3400,,16.1672,8.9817,1.7548,,,,,
10.4150,22.3800,,16.2122,8.9901,1.6785,,,,,
10.4200,22.4300,,16.2572,8.9981,1.6022,,,,,
10.4250,22.4900,,16.3022,9.0057,1.5259,,,,,
10.4300,22.5400,,16.3472,9.0134,1.5259,,,,,
10.4350,22.5900,,16.3923,9.0202,1.3733,,,,,
10.4400,22.6500,,16.4375,9.0267,1.2970,,,,,
10.4450,22.7000,,16.4826,9.0328,1.2207,,,,,
10.4500,22.7500,,16.5278,9.0385,1.1444,,,,,
10.4550,22.8000,,16.5731,9.0443,1.1444,,,,,
10.4600,22.8500,,16.6183,9.0496,1.0681,,,,,
10.4650,22.8900,,16.6636,9.0546,0.9918,,,,,
10.4700,22.9400,,16.7089,9.0591,0.9155,,,,,
10.4750,22.9800,,16.7542,9.0637,0.9155,,,,,
10.4800,23.0200,,16.7995,9.0679,0.8392,,,,,
10.4850,23.0600,,16.8449,9.0721,0.8392,,,,,
10.4900,23.1100,,16.8903,9.0763,0.8392,,,,,
10.4950,23.1400,,16.9357,9.0801,0.7629,,,,,
10.5000,23.1900,,16.9811,9.0839,0.7629,,,,,
10.5050,23.2300,,17.0265,9.0878,0.7629,,,,,
10.5100,23.2800,,17.0720,9.0916,0.7629,,,,,
10.5150,23.3200,,17.1175,9.0954,0.7629,,,,,
